北京,110000
天津,120000
河北,130000
山西,140000
內蒙古,150000
遼寧,210000
吉林,220000
黑龍江,230000
上海,310000
江蘇,320000
浙江,330000
安徽,340000
福建,350000
江西,360000
山東,370000
河南,410000
湖北,420000
湖南,430000
廣東 ,440000
廣西,450000
海南,460000
重慶 ,500000
四川,510000
貴州,520000
雲南,530000
西藏,540000
陝西,610000
甘肅,620000
青海,630000
寧夏,640000
新疆,650000
